,tweet,topic_1,compound_score,positive_score,negative_score,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,sentiment
1146,RT SuboceanMonster: Le programme pas si secret darmes biologiques des tatsUnis en Ukraine accrot les tensions avec la Russie Les tats ,Ukraine,-0.4019,0.0,0.119,0,0,0,0,0,0,-1
1147,Newspaper headlines: Merciless Putin and PMs sixpoint plan https://t.co/ayXZUfTATX ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1148,RT Reuters: Russian President Vladimir Putin said that Western sanctions were akin to war as his forces pressed on with their assault on U ,Putin,-0.8271,0.0,0.268,Russian,Russia,0,0,0,0,-1
1149,JacobReesMogg lucyallan Lies. PutinBrexit Tool https://t.co/wexaCZ5nQI ,Putin,-0.4215,0.0,0.359,0,0,0,0,0,0,-1
1150,RT disclosetv: JUST IN Israeli PM Bennett is reportingly now meeting with Putin in the Kremlin after a secret trip to Moscow. ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1151,RT Vaneyeca: el presidente de Ucrania q segn era ms arrecho que Putin se fue corriendo a Polonia dejando a su gente all arman un pro ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1152,RT MeidasTouch: In case you were wondering how Trump wouldve handled Russias invasion of Ukraine ,Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
1153,RT TRTWorldNow: Russias President Putin: No plans to impost martial law or state of emergency Sanctions is akin to declaring war aga ,Putin,-0.8271,0.0,0.314,Russia,0,0,0,0,0,-1
1154,"RT Quicktake: LATEST: Mastercard also suspends its operations in Russia, saying in a statement Saturday that given the unprecedented natu ",Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1
1155,Merilu PabloIglesias Apoyar a un genocida como Putin para invadir un pas soberano... ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1156,"RT RonFilipkowski: Ukraine Dep. PM Fedorov is calling on all gaming companies, singling out XBox and PlayStation, to suspend all Russian a ",Ukraine,-0.3182,0.0,0.103,Russian,Russia,0,0,0,0,-1
1157,Putin is a fucking Nazi hellbent on starting WWIII. Some spy needs to take him out now along with his ghouls. ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1158,"RT realsmithmike: McFaul A sovereign, democratic country has been attacked. Watching Russia deliberately target civilians is heartbreakin ",Russia,-0.4588,0.0,0.167,0,0,0,0,0,0,-1
1159,"RT TheViking2017: NBC reported 16,000 Americans volunteered to fight in Ukraine. ",Ukraine,-0.3818,0.0,0.206,0,0,0,0,0,0,-1
1160,RT GeneralBakshi: West claims Putin is mad.Why wont he use Nuclear arsenel before going down economically this kind of sanctions had for ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1161,RT Reevellp: So Putin is now on TV explaining his justifications for the invasion of Ukraine to a room full of Russian trainee air steward ,Putin,0.0,0.0,0.0,Ukraine,Russian,Russia,0,0,0,-1
1162,ronanmcmanus carolecadwalla estellecostanza This rhetoric isnt helpful UKRAINE FOREIGN MINISTER SAYS IF NATO https://t.co/qfMekQ1VMW ,Ukraine,-0.3252,0.0,0.152,NATO,0,0,0,0,0,-1
1163,RT MrNishKumar: Very funny seeing these stupid fucking opeds saying Putin feels like he can attack Ukraine because we are all too woke ,Putin,-0.204,0.183,0.208,Ukraine,0,0,0,0,0,-1
1164,RT GeorgeTakei: BREAKING: Vladimir Putin says that making fun of him riding shirtless on a horse is equivalent to a declaration of war. ,Putin,-0.1531,0.126,0.149,0,0,0,0,0,0,-1
1165,RT ignisfatum: Sirens in Kyiv Taken cover now Ukraine Russia Putin ,Putin,0.0,0.0,0.0,Ukraine,Kyiv,Russia,0,0,0,-1
1166,"RT KyivIndependent: According to Ukraines Armed Forces, the Russian paramilitary organization Wagner Group has set up a base in the so ",Ukraine,0.0,0.0,0.0,Kyiv,Russian,Russia,0,0,0,-1
1167,SGloul Investingcom How is it fake I condem the Russian invasion of Ukraine as much as I do condem the US interf https://t.co/wBmcdwuIoD ,Ukraine,-0.4767,0.0,0.134,Russian,Russia,0,0,0,0,-1
1168,"RT EmilioMorenatti: Ukrainians crowd under a destroyed bridge as they try to flee crossing the Irpin river in the outskirts of Kyiv, Ukrai ",Ukrainian,-0.4939,0.0,0.132,Kyiv,0,0,0,0,0,-1
1169,RT jitorreblanca: Lo mismo en Jerson Putin no va a doblegar a los ucranianos ,Putin,-0.296,0.0,0.167,0,0,0,0,0,0,-1
1170,"RT Journotopia: Outside Lviv station, which is thronging with exhausted refugees fleeing war in eastern Ukraine, an accomplished pianist i ",Ukraine,-0.5423,0.115,0.253,0,0,0,0,0,0,-1
1171,RT theRealKiyosaki: Biden asking Congress for 10.5 billion for Ukraine to fight Russians. He should have given Ukraine fighters the 80 b ,Ukraine,-0.4215,0.0,0.167,Russian,Russia,0,0,0,0,-1
1172,RT UniNoticias: Funcionarios de EEUU visitan Venezuela en su esfuerzo por aislar a Putin: The New York Times. Ms informacin h ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1173,"RT nextatv: Denis Kireev, a member of the negotiation team on the Ukrainian side, was killed. According to preliminary information, he ",Ukrainian,-0.6705,0.0,0.191,0,0,0,0,0,0,-1
1174,RT InakiLopez: Putin est bombardeando a los civiles que huyen por el corredor humanitario. ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1175,"RT MeidasTouch: Reminder: Mike Pompeo screamed, Do you think Americans give a fuck about Ukraine when asked about the topic by reporte ",Ukraine,-0.7003,0.0,0.234,0,0,0,0,0,0,-1
1176,RT ZelenskyyUa: Prime Minister of Israel naftalibennett called me after his meeting with Vladimir Putin. We continue dialogue. ,Putin,0.0,0.0,0.0,Zelensky,0,0,0,0,0,-1
1177,cristobalsoria Cristobal eres como los de podemos siempre descontento . Debes ser un ferviente pro Putin ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1178,"Despus de reunirse con Putin, el primer ministro israel Bennett se encuentra actualmente en camino de Mosc a Ber https://t.co/hHu70z2zVn ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1179,"RT McFaul: Russian speakers, who are against Putins war, start posting your views on online review pages of Russian restaurants inside Ru ",Putin,-0.5994,0.0,0.157,Russian,Russia,0,0,0,0,-1
1180,"RT MeidasTouch: Reminder: Mike Pompeo screamed, Do you think Americans give a fuck about Ukraine when asked about the topic by reporte ",Ukraine,-0.7003,0.0,0.234,0,0,0,0,0,0,-1
1181,"RT McFaul: Russian speakers, who are against Putins war, start posting your views on online review pages of Russian restaurants inside Ru ",Putin,-0.5994,0.0,0.157,Russian,Russia,0,0,0,0,-1
1182,RT Xaniken: Some of these thrown together vehicles in Ukraine are insane Mad Maximov lookin ass vehicles Fast and Furious: Technical drift ,Ukraine,-0.9201,0.0,0.421,0,0,0,0,0,0,-1
1183,"RT johnsweeneyroar: KyivDiary Day 10 of Vladimir Putins War RIP Shane Warne. Ukraine is not losing, Russian armoured column immobilised ",Putin,-0.4051,0.091,0.162,Ukraine,Kyiv,Russian,Russia,0,0,-1
1184,RT TaylorMcCrayUSA: Im not on Russia or Ukraines side. Im on Americas side. AMERICA FIRST. Why is that so hard to understand ,Ukraine,-0.2183,0.0,0.082,Russia,0,0,0,0,0,-1
1185,Syrth Uaizaque hojeno e o Zelensky ultimamente tem criticado bastante a OTAN ne ,Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1
1186,"RT UAWeapons: Ukraine: This morning, it is claimed that in the vicinity of Kyiv a Russian Mi35 attack helicopter was shot down, likely ",Ukraine,-0.4767,0.0,0.129,Kyiv,Russian,Russia,0,0,0,-1
1187,pcalu Die van Putin ,Putin,-0.5994,0.0,0.565,0,0,0,0,0,0,-1
1188,RT OccupyDemocrats: BREAKING NEWS: British dock workers REFUSE to unload a massive tanker full of Russian gas in protest of Russias invas ,Russian,-0.6037,0.0,0.206,Russia,0,0,0,0,0,-1
1189,"ReaIiTamara Where didnt they funded something dangerous But putin hated my country for forever now, and thats it ",Putin,-0.8338,0.0,0.329,0,0,0,0,0,0,-1
1190,"RT natemook: My heart is overflowing. In Kherson, Ukraine WCKitchen partner Chef Shostak served 100s of meals to shelters, hospitalsand ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1191,"RT MeidasTouch: Reminder: Mike Pompeo screamed, Do you think Americans give a fuck about Ukraine when asked about the topic by reporte ",Ukraine,-0.7003,0.0,0.234,0,0,0,0,0,0,-1
1192,"RT LeftHandedLarue: If thoughts and prayers were bullets, Putin would have been dead 10 days ago. ",Putin,-0.6486,0.0,0.223,0,0,0,0,0,0,-1
1193,"RT pmarsupia: Por qu Kiev es tan importante simblicamente para Putin Porque en la narrativa del nacionalismo ruso, Kiev es la Jerusa ",Putin,0.0,0.0,0.0,Kiev,0,0,0,0,0,-1
1194,RT RonFilipkowski: And now Ronny is blaming AOC for Russias invasion of Ukraine. https://t.co/2b7RCW9xjW ,Ukraine,-0.4939,0.0,0.198,Russia,0,0,0,0,0,-1
1195,RT TheRickWilson: Putins war will have tens of thousands of victims. Each has a story and a life that rends the lives of their families a ,Putin,-0.7351,0.0,0.228,0,0,0,0,0,0,-1
1196,RT domdyer70: The animal rescuers being killed by Putins war StandWithUkraine ,Putin,-0.8555,0.0,0.483,Ukraine,0,0,0,0,0,-1
1197,"RT KrystPawlowicz: Oto WSPWINNI ludobjstwu Putina w Ukrainie. Nienasycone bogactw gby mierci... b.kanclerz A.MERKEL, b.kanclerz G.S ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1198,"LexingtonBobby ZelenskyyUa naftalibennett You sir, are a legend. The world is shocked and saddenedand we stand https://t.co/Ec7bZZKGEx ",Zelensky,-0.3182,0.0,0.133,0,0,0,0,0,0,-1
1199,RT catoletters: Ukraine is a big wag the dog. There must be some really bad information coming on the Covid scam. Maybe more side effect ,Ukraine,-0.8268,0.0,0.293,0,0,0,0,0,0,-1
1200,RT TheRickWilson: Putins war will have tens of thousands of victims. Each has a story and a life that rends the lives of their families a ,Putin,-0.7351,0.0,0.228,0,0,0,0,0,0,-1
1201,"If youre complaining about the war in the Ukraine because its interfering with your travel plans, get some pers https://t.co/b0hzTgy0yQ ",Ukraine,-0.6908,0.0,0.241,0,0,0,0,0,0,-1
1202,"70 million for Ukraine,not a biscuit for Australians living in Lismore,federal gov sent their man to Lismore ,he i https://t.co/d9BcJjepaL ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1203,"RT Valeurs: La Prsidente de la Commission europenne, Ursula von der Leyen, a annonc linterdiction des mdias Russia Today et Sputnik ",Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1
1204,"RT BillPascrell: This is your regular reminder that when donald trump withheld military aid for Ukraine to extort President Zelenskyy, 99 ",Ukraine,0.0,0.0,0.0,Zelensky,0,0,0,0,0,-1
1205,Hackers stoke pandemonium amid Russias war in Ukraine https://t.co/YF0MJWokd2 ,Ukraine,-0.5994,0.0,0.328,Russia,0,0,0,0,0,-1
1206,"RT realMaryFanning: JohnBWellsCTM DowdEdward AlanJonesAmRpt Iran, Amid UkraineRussia War, Will Become Hegemon Of The Middle East If Bi ",Ukraine,-0.5994,0.0,0.187,Russia,0,0,0,0,0,-1
1207,RT bnishanov: Two Chechen battalions have joined Ukrainians in defending Kyiv. Putin is not the only one who has Chechens on his side. ,Putin,0.0,0.0,0.0,Ukrainian,Kyiv,0,0,0,0,-1
1208,RT GicAriana: I dont many people appreciate the scale of destruction Russia has brought to Ukraine. Even if the war magically ended tomor ,Ukraine,-0.8707,0.0,0.342,Russia,0,0,0,0,0,-1
1209,"RT MeidasTouch: Reminder: Mike Pompeo screamed, Do you think Americans give a fuck about Ukraine when asked about the topic by reporte ",Ukraine,-0.7003,0.0,0.234,0,0,0,0,0,0,-1
1210,"RT ForeignAffairs: The world is witnessing the birth of a new Germany, write SudhaDavidWilp and Thomas KleineBrockhoff. Putins invasion ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1211,"RT katalinpota: Jscott1145 People dont have to be in Putins corner to disapprove US imperialist aggression. Wars are always bad, no ne ",Putin,-0.8885,0.0,0.39,0,0,0,0,0,0,-1
1212,RT YMediterranea: Rusia no es el enemigo. Es Putin. ,Putin,-0.296,0.0,0.216,0,0,0,0,0,0,-1
1213,RT SkySportsNews: Chelsea fans chant Roman Abramovichs name during Ukraine tribute against Burnley. ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1214,marcorubio You are such a fool to risk Zelenskys life. For what end Your allegiance to Putin with the rest of https://t.co/mGw9NSjAVQ ,Putin,-0.6124,0.0,0.208,Zelensky,0,0,0,0,0,-1
1215,RT KyivIndependent: Ukraines Gas Transmission System Operator has had to shut down 16 gas distribution stations in six of Ukraines obl ,Ukraine,0.0,0.0,0.0,Kyiv,0,0,0,0,0,-1
1216,RT KyivIndependent: Ukraines Gas Transmission System Operator has had to shut down 16 gas distribution stations in six of Ukraines obl ,Ukraine,0.0,0.0,0.0,Kyiv,0,0,0,0,0,-1
1217,RT EnglishUkraine: Morning summary of the General Staff of the Armed Forces of Ukraine: https://t.co/84XvEJEn8m ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1218,RT Mimirocah1: More than 80 yrs ago my dad amp family fled Soviets amp Nazis in the Ukraine region with nothing in their pockets amp seeking saf ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1219,"RT akoposiPamy1997: Hi Atin fam, if u still have spare time would u mind to drop your tags to help the children in Ukraine. Slmt ng sob ",Ukraine,-0.1027,0.094,0.142,0,0,0,0,0,0,-1
1220,RT SenTedCruz: In the coming days Congress will focus on aid to Ukraine. We should consider a standalone Ukraine military aid package to g ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1221,"crina75bo theinsru the bridge was blown up by soldiers of Ukraine, now people have gathered to leave the city a https://t.co/M21QjgJ8V8 ",Ukraine,-0.0516,0.0,0.059,0,0,0,0,0,0,-1
1222,RT TheBaxterBean: REPUBLICAN SENATORS NOW BLOCKING U.S. AID TO UKRAINE Marsha Blackburn (RTN) Mike Braun (RIN) Ted Cruz (RTX) Steve ,Ukraine,-0.516,0.0,0.149,NATO,0,0,0,0,0,-1
1223,Fbeyeee To je dobr zprva. Putin se boj. A proto hrozba totln nuklern vlky je alespo o nco mlo men. ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1224,"Danathome Dan, yes he is upset but Putin is the greatest loser in this war at the end of the day. ",Putin,-0.6249,0.216,0.332,0,0,0,0,0,0,-1
1225,RT OccupyDemocrats: Ukraines capital Kyiv just joined Twitter. FOLLOW THEM AND RT. ,Ukraine,0.0,0.0,0.0,Kyiv,0,0,0,0,0,-1
1226,ArmedForcesUkr Slava Ukraine ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1227,RT bopanc: Masses of ordinary Ukrainians are braving Russian invaders barrages to protest in occupied Kherson. A woman named Valentina Ma ,Ukrainian,-0.25,0.0,0.095,Russian,Russia,0,0,0,0,-1
1228,"RT DrMelOB: I chatted wAsymmetricalH about a few things RussiaUkraine: the upcoming ICJ genocide case, proposals for an ad hoc trib ",Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
1229,RT masatheman: 台湾国民が今回のウクライナ案件を見て恐怖を感じると同時に士気を高めているとする英エコノミスト誌のコラム。https://t.co/u6yswdwyxY Ukraine has changed how Taiwanese see themselve ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1230,"RT JHaszczynski: potpiajc rosyjsk agresj, tumaczy j awanturnictwem Polski, ktra zaciekle chce rozszerzy NATO. Orban wbija PL w p ",NATO,0.0,0.0,0.0,0,0,0,0,0,0,-1
1231,mfarussia RusEmbUSA RussiaUN MFAUkraine natomissionru RusEmbEst StateDept RusembUkraine RFOSCE And we https://t.co/otpingTwab ,Ukraine,0.0,0.0,0.0,NATO,Russia,0,0,0,0,-1
1232,RT InforBioBio: Quien es el verdadero lder que ve por su pueblo y no por sus intereses Zelenskyy Putin UcraniaBajoFuego https://t.co/… ,Putin,-0.296,0.0,0.104,Zelensky,0,0,0,0,0,-1
1233,RT Reevellp: So Putin is now on TV explaining his justifications for the invasion of Ukraine to a room full of Russian trainee air steward ,Putin,0.0,0.0,0.0,Ukraine,Russian,Russia,0,0,0,-1
1234,RT lauraceruti: Quelli che mettono gli striscioni fuori Italia dalla Nato sono traditori pagati da Putin ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1235,RT HAGnews2: Russia has been accused of war crimes after a shelling attack on Europes largest nuclear power plant. Ukraines energy minis ,Ukraine,-0.7964,0.074,0.325,Russia,0,0,0,0,0,-1
1236,RT lokeshsharma: Ukraine ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1237,RT Msdesignerlady: Im old enough to remember when American Intel established that Russia secretly offered Taliban militants bounties to k ,Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1
1238,Ukraine https://t.co/6pOjHhhtn2 ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1239,Bidens Speech Vs Putins Revenge The Daily Blog https://t.co/HcQEyzZJwL nzpol https://t.co/SZeBJ5I8xf ,Putin,-0.5267,0.0,0.254,0,0,0,0,0,0,-1
1240,RT peterdaou: WHAT TO DO What do you think the U.S. should do about Ukraine UkraineRussiaWar ,Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
1241,"RT RochexRB27: UCRANIA RUSIA Presidente, Vladmir Putin: La gente en Donbass no son perros callejeros: entre 13.000 y 14.000 fu ",Putin,-0.7845,0.0,0.289,0,0,0,0,0,0,-1
1242,"RT BillPascrell: This is your regular reminder that when donald trump withheld military aid for Ukraine to extort President Zelenskyy, 99 ",Ukraine,0.0,0.0,0.0,Zelensky,0,0,0,0,0,-1
1243,"RT BlueSauron: A significant loss for the Russian Army in Kharkiv front, a whole Russian column abandoneddestroyed after being ambushed ",Russian,-0.128,0.09,0.114,Russia,0,0,0,0,0,-1
1244,"RT OccupyDemocrats: BREAKING: A Ukrainian Member of Parliament publicly calls out FOX News viewers live on the air, scolding them for car ",Ukrainian,0.0,0.0,0.0,0,0,0,0,0,0,-1
1245,"RT LandMMarius: Good news for cryptocurrencies but strangling Russian citizens using Visa cards to buy food is same as war, different met ",Russian,-0.6597,0.071,0.196,Russia,0,0,0,0,0,-1
1246,"RT ChristopherJM: Ukraines security service has reportedly shot amp killed Denis Kireev, a member of the Ukrainian negotiating team, pictur ",Ukraine,-0.4767,0.1,0.188,Ukrainian,0,0,0,0,0,-1
1247,RT mmpadellan: Why are these GOP Senators BLOCKING U.S. AID TO UKRAINE Marsha Blackburn Mike Braun Ted Cruz Steve Daines Ron Johnson Mi ,Ukraine,-0.516,0.0,0.132,NATO,0,0,0,0,0,-1
1248,RT MaloVolpe: Btw for those still thinking Putin is trying a dumb Enemy at the Gates style throwing chaff at things first before the bes ,Putin,-0.7783,0.0,0.236,0,0,0,0,0,0,-1
1249,RT JMcNChicago: bblock29 MeidasTouch LDMtigergirl It would be a shame if people called the Washington offices of Senators Rubio and D ,NATO,-0.4767,0.0,0.147,0,0,0,0,0,0,-1
1250,"RT olexscherba: During the 10yearlong invasion in Afghanistan, USSR lost 15000. During his 10 days in Ukraine, Putin lost over 10000. ",Putin,-0.5574,0.0,0.195,Ukraine,0,0,0,0,0,-1
1251,ImatreeB kxta42 orikron Smh you dont get it if they dont throw away their lives fighting in the zelensky volks https://t.co/CZ3SASPo6g ,Zelensky,-0.5859,0.0,0.202,0,0,0,0,0,0,-1
1252,RT CaelorumAngelus: Fareed Zakaria Interviewed George Soros in 2014 About Ukraine. George Soros says he set up a foundation in Ukr ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1253,RussiaUkraineWar Key Developments. TNI Insight UkraineRussianWar https://t.co/5Yakuxz6ph ,Ukraine,0.0,0.0,0.0,Russian,Russia,UkraineRussianWar,0,0,0,-1
1254,"RT worldonalert: What do we have here Oh, nothing special, just another Russian military convoy wiped out in Ukraine. https://t.co/kb3jnT… ",Ukraine,-0.3089,0.0,0.106,Russian,Russia,0,0,0,0,-1
1255,"RT SpencerGuard: Even Mother Nature is with Ukraine Fog, rain, bad weather considerably impacts an attackers (Russia) ability to use ae ",Ukraine,-0.7322,0.083,0.269,Russia,0,0,0,0,0,-1
1256,RT JosAntn70295004: Bolsonaro no est neutro na guerra. Bolsonaro est do lado da Rssia e do Putin ForaBolsonaroGenocida ,Putin,-0.296,0.0,0.121,0,0,0,0,0,0,-1
1257,RT MFAUkraine: On the 4th of March Europe was pushed to the brink of nuclear disaster. forces shelled the Zaporizhzhia nuclear plant. ,Ukraine,-0.6249,0.0,0.163,0,0,0,0,0,0,-1
1258,"RT Kasparov63: Incredible story. A Russian pilot shot down in Ukraine appears to be one who posed with Putin amp Assad in Syria (on right), ",Putin,0.0,0.0,0.0,Ukraine,Russian,Russia,0,0,0,-1
1259,Putin est desesperado. https://t.co/aywgieAFBH ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1260,Kleiner Reminder an Putin: 98 der Menschen sind keine Russen. 97 der Wirtschaftsleistung dieses Planeten auch nicht. ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1261,GerhardSchrder untersttzt nicht alleine den MassenmrderWladimirPutin. MatthiasPlatzeckManuelaSchwesig https://t.co/1SbIgksmr1 ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1262,hihassan calling Putin ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1263,RT HaberGlobal: Kremlin: Putin Ukraynadaki operasyonun yalnzca eer Ukrayna savamay brakrsa askya alnacan syledi https://t.co… ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1264,"RT HadiNasrallah: Look at the destruction Russias bombs did to Ukraine. This is war crime. Sorry, I meant NATOs bombs in Libya. https:/… ",Ukraine,-0.9081,0.0,0.408,NATO,Russia,0,0,0,0,-1
1265,"RT Kasparov63: Incredible story. A Russian pilot shot down in Ukraine appears to be one who posed with Putin amp Assad in Syria (on right), ",Putin,0.0,0.0,0.0,Ukraine,Russian,Russia,0,0,0,-1
1266,RT oryxspioenkop: Ukraine: Just look at the road conditions. ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1267,BREAKING: The West continues to feel the repercussions of the RussiaUkraine conflict as Russian dressing is remove https://t.co/ZavuvFpVBS ,Ukraine,-0.3182,0.0,0.119,Russian,Russia,0,0,0,0,-1
1268,"RT igorsushko: 2) Our logistics are already overextended today. We can send a much large contingent into Ukraine, and what would we get ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1269,RT GLesur: Linfatigable combattant de la paix DBarenboim juif originaire dUkraine par la famille de son pre et mari une russe dirig ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1270,RT MrKovalenko: Ukraine is opening the prisoner of war camps in full compliance with Geneva Convention because of high numbers of Russian ,Ukraine,-0.8126,0.0,0.27,Russian,Russia,0,0,0,0,-1
1271,RT trtworld: It took five days to impose sanctions against Putin. 70 years of oppression of the Palestinians and it wouldnt be help ,Putin,-0.5358,0.0,0.175,0,0,0,0,0,0,-1
1272,machiavelligr background () otel Ukraine Radisson ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1273,"RT RadomirWit: Putin mwi co o sankcjach Jakich sankcjach Przecie to tylko specjalna misja ekonomiczna, ktra ma na celu stabilizacj ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1274,"RT HannaLiubakova: Ukraine How cruel and heartwrenching. On the way out of the city of Irpin, Kyiv region, Russian troops opened fire on ",Ukraine,-0.7351,0.0,0.228,Kyiv,Russian,Russia,0,0,0,-1
1275,RT ntv: KREMLNDEN DE AIKLAMA GELD Putinden Cumhurbakan Erdoana: Diyaloa hazrz https://t.co/XMybw7Ioeh ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1276,RT ConstantinePaul: BBCSport As he is probably aware Abramovich is merely an unsanctioned Laundering front for Putin amp any sale of Chels ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1277,"RT PresseMondial: Larme russe apporte son aide aux habitants de Berdyansk, dans la rgion de aporozhye. Russie Ukraine Poutine ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1278,"RT georgrestle: AfD auf den Spuren Putins. Nichts Neues eigentlich. Wer wissen will, wie AfDAbgeordnete sich immer noch vor Putin in de ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1279,"RT Anaisstea: Lancien prsident de lUkraine, Petro Porochenko en 2014, au sujet de sa population lEst du pays. https://t.co/6xFwomS… ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1280,Guerre en Ukraine: la ville de Marioupol annonce vouloir vacuer ses civils. Notre suivi en direct https://t.co/ISm9ozEyIb ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1281,"RT spectatorindex: BREAKING: Israels PM has spoken to Ukraines president Zelensky for the third time in 24 hours, a day after meeting Pu ",Ukraine,-0.2732,0.0,0.091,Zelensky,0,0,0,0,0,-1
1282,"RT KyivIndependent: Zelensky says that Ukraine is in possession of maps and records, obtained from those captured. They are planning t ",Ukraine,0.0,0.0,0.0,Kyiv,Zelensky,0,0,0,0,-1
1283,RT TurnFLBlue: Is putin sitting at a shuffleboard table Wheres the sawdust amp pucks ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
1284,EmbassyofRussia mfarussia PMSimferopol RusConsCapetown mahasharampedi SABCNews ThabisoLehoko https://t.co/sFgC33uvlC ,Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1
1285,RT lrestistant73: Je trouve que macron est un modle pour lUkraine Si si https://t.co/s4qjLxd3Xf ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1286,RT AndrewAdonis: Even most Tory leaders now realise that Ukraine shows Brexit to have been not merely an error but a catastrophe ,Ukraine,-0.7558,0.061,0.228,0,0,0,0,0,0,-1
1287,Hamiex2 Thunder that will strike you is still making push ups Ukraine ,Ukraine,-0.128,0.0,0.12,0,0,0,0,0,0,-1
1288,Ukraine war: Russias corruption is no doubt affecting its militarys combat performance https://t.co/LrwuijES20 ,Ukraine,-0.875,0.0,0.55,Russia,0,0,0,0,0,-1
1289,RT spectatorindex: BREAKING: Ukraines president says the Russian military is preparing to attack Odessa ,Ukraine,-0.4767,0.0,0.193,Russian,Russia,0,0,0,0,-1
1290,RT DanielsonKassa1: Ukrainian POW forced to undress by his Russian captures reveals his body art . Can the comedian Zelensky Au ,Ukrainian,-0.1027,0.11,0.127,Zelensky,Russian,Russia,0,0,0,-1
1291,"RT Journotopia: Outside Lviv station, which is thronging with exhausted refugees fleeing war in eastern Ukraine, an accomplished pianist i ",Ukraine,-0.5423,0.115,0.253,0,0,0,0,0,0,-1
1292,RT MitMirNicht1: ABER IMMER SCHN SOLIDARISCH MIT UKRAINE ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
1293,"RT LinHoHi1: McFaul richsignorelli In Florida, gas price gouging continues, just as it was BEFORE Putin attacked Ukraine. Today its up ",Putin,-0.4588,0.0,0.13,Ukraine,0,0,0,0,0,-1
1294,"RT populares: Esta guerra es porque Ucrania nos representa. Putin no persigue ocupar terreno ucraniano, ya lo tena ocupado, sino destrui ",Putin,-0.296,0.0,0.099,0,0,0,0,0,0,-1
1295,RT RADI0RAT: Why cannot they just protest against Putin Here Ill try to answer. The thread is based on my own knowledge. Note that I ,Putin,-0.264,0.066,0.106,0,0,0,0,0,0,-1
1296,"RT AndCappe: SVOBODA, BANDERA, MERCENARI NEONAZISTI DEL BATTAGLIONE DAZOV, Zelensky non poteva scegliere di meglio per PORTARE AL MASSACR ",Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1
